date,product_id,product_name,category,warehouse_id,warehouse,supplier_id,supplier,lead_time_days,price,discount,promotion,units_sold,inventory_level,revenue,stockout
2024-08-03,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,865.35,0.0,0,98.0,651.0,84803.95,0
2024-08-04,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,871.67,0.0,0,81.0,570.0,70605.57,0
2024-08-05,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,923.7,0.0,0,84.0,486.0,77590.85,0
2024-08-06,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,913.17,0.0,0,62.0,424.0,56616.77,0
2024-08-07,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,925.3,0.0,0,69.0,355.0,63845.6,0
2024-08-08,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,864.09,0.0,0,78.0,277.0,67398.97,0
2024-08-09,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,875.03,0.0,0,56.0,893.0,49001.72,0
2024-08-10,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,881.43,0.0,0,104.0,789.0,91669.2,0
2024-08-11,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,862.79,0.0,0,93.0,696.0,80239.6,0
2024-08-12,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,908.79,0.0,0,81.0,615.0,73611.98,0
2024-08-13,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,942.03,0.0,0,68.0,547.0,64057.98,0
2024-08-14,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,866.82,0.0,0,78.0,469.0,67612.17,0
2024-08-15,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,895.8,0.0,0,77.0,392.0,68976.42,0
2024-08-16,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,874.82,0.0,0,76.0,316.0,66486.6,0
2024-08-17,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,930.12,0.0,0,77.0,239.0,71618.92,0
2024-08-18,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,859.33,0.0,0,110.0,969.0,94526.82,0
2024-08-19,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,875.39,0.0,0,61.0,908.0,53398.7,0
2024-08-20,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,860.41,0.0,0,70.0,838.0,60228.71,0
2024-08-21,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,928.54,0.0,0,71.0,767.0,65926.63,0
2024-08-22,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,880.05,0.0,0,65.0,702.0,57203.14,0
2024-08-23,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,936.61,9.21,1,93.0,609.0,87104.44,0
2024-08-24,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,915.62,0.0,0,71.0,538.0,65009.31,0
2024-08-25,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,855.56,8.2,1,92.0,446.0,78711.16,0
2024-08-26,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,896.04,0.0,0,71.0,375.0,63619.13,0
2024-08-27,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,888.71,0.0,0,102.0,273.0,90648.67,0
2024-08-28,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,929.25,0.0,0,74.0,1151.0,68764.2,0
2024-08-29,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,864.4,0.0,0,96.0,1055.0,82981.93,0
2024-08-30,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,880.77,0.0,0,91.0,964.0,80149.67,0
2024-08-31,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,890.36,0.0,0,85.0,879.0,75680.46,0
2024-09-01,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,943.3,0.0,0,72.0,807.0,67917.72,0
2024-09-02,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,902.71,10.44,1,82.0,725.0,74022.03,0
2024-09-03,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,919.46,0.0,0,72.0,653.0,66201.09,0
2024-09-04,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,875.78,17.42,1,101.0,552.0,88453.77,0
2024-09-05,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,930.88,0.0,0,66.0,486.0,61437.82,0
2024-09-06,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,932.57,0.0,0,88.0,398.0,82065.82,0
2024-09-07,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,905.26,0.0,0,76.0,322.0,68799.75,0
2024-09-08,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,870.35,22.08,1,119.0,1043.0,103571.62,0
2024-09-09,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,874.07,0.0,0,57.0,986.0,49822.06,0
2024-09-10,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,884.02,23.59,1,88.0,898.0,77793.83,0
2024-09-11,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,863.85,0.0,0,83.0,815.0,71699.2,0
2024-09-12,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,871.77,0.0,0,74.0,741.0,64510.77,0
2024-09-13,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,863.83,0.0,0,65.0,676.0,56148.94,0
2024-09-14,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,861.93,0.0,0,110.0,566.0,94812.66,0
2024-09-15,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,901.24,0.0,0,92.0,474.0,82913.71,0
2024-09-16,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,893.73,0.0,0,54.0,420.0,48261.62,0
2024-09-17,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,867.77,0.0,0,85.0,335.0,73760.78,0
2024-09-18,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,856.65,0.0,0,78.0,257.0,66819.02,0
2024-09-19,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,897.74,0.0,0,95.0,1058.0,85285.76,0
2024-09-20,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,889.33,0.0,0,94.0,964.0,83596.95,0
2024-09-21,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,878.5,0.0,0,103.0,861.0,90485.54,0
2024-09-22,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,901.88,0.0,0,63.0,798.0,56818.63,0
2024-09-23,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,944.81,0.0,0,73.0,725.0,68971.33,0
2024-09-24,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,924.9,19.58,1,92.0,633.0,85091.0,0
2024-09-25,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,879.27,0.0,0,83.0,550.0,72979.61,0
2024-09-26,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,920.78,0.0,0,72.0,478.0,66296.08,0
2024-09-27,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,923.45,0.0,0,67.0,411.0,61870.91,0
2024-09-28,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,865.89,14.68,1,118.0,293.0,102174.78,0
2024-09-29,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,868.65,0.0,0,74.0,891.0,64279.82,0
2024-09-30,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,923.98,0.0,0,52.0,839.0,48046.94,0
2024-10-01,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,918.67,9.24,1,105.0,734.0,96460.74,0
2024-10-02,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,903.45,0.0,0,101.0,633.0,91248.73,0
2024-10-03,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,871.74,0.0,0,105.0,528.0,91533.12,0
2024-10-04,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,876.97,0.0,0,107.0,421.0,93835.72,0
2024-10-05,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,890.54,5.32,1,117.0,304.0,104192.86,0
2024-10-06,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,892.68,0.0,0,123.0,853.0,109799.67,0
2024-10-07,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,911.63,0.0,0,77.0,776.0,70195.62,0
2024-10-08,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,875.42,0.0,0,104.0,672.0,91044.06,0
2024-10-09,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,923.45,0.0,0,113.0,559.0,104349.68,0
2024-10-10,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,921.32,0.0,0,96.0,463.0,88446.67,0
2024-10-11,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,915.11,0.0,0,115.0,348.0,105237.92,0
2024-10-12,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,916.72,0.0,0,100.0,248.0,91671.98,0
2024-10-13,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,884.12,0.0,0,128.0,904.0,113167.76,0
2024-10-14,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,868.66,0.0,0,93.0,811.0,80785.05,0
2024-10-15,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,901.53,0.0,0,90.0,721.0,81138.08,0
2024-10-16,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,933.4,0.0,0,104.0,617.0,97073.47,0
2024-10-17,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,892.75,0.0,0,74.0,543.0,66063.65,0
2024-10-18,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,860.77,0.0,0,106.0,437.0,91241.18,0
2024-10-19,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,868.35,0.0,0,94.0,343.0,81625.06,0
2024-10-20,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,875.83,0.0,0,115.0,228.0,100720.37,0
2024-10-21,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,891.18,0.0,0,94.0,806.0,83771.1,0
2024-10-22,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,885.31,0.0,0,95.0,711.0,84104.26,0
2024-10-23,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,902.64,0.0,0,95.0,616.0,85750.61,0
2024-10-24,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,936.86,0.0,0,74.0,542.0,69327.36,0
2024-10-25,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,921.09,0.0,0,120.0,422.0,110530.9,0
2024-10-26,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,931.07,0.0,0,112.0,310.0,104280.31,0
2024-10-27,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,887.54,0.0,0,81.0,229.0,71890.96,0
2024-10-28,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,916.5,0.0,0,90.0,979.0,82485.41,0
2024-10-29,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,910.48,0.0,0,117.0,862.0,106526.63,0
2024-10-30,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,870.51,9.62,1,123.0,739.0,107072.3,0
2024-10-31,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,911.51,19.44,1,101.0,638.0,92062.36,0
2024-11-01,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,909.02,0.0,0,123.0,515.0,111810.05,0
2024-11-02,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,899.28,0.0,0,118.0,397.0,106115.08,0
2024-11-03,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,869.7,0.0,0,109.0,288.0,94797.39,0
2024-11-04,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,915.68,14.39,1,115.0,1069.0,105302.95,0
2024-11-05,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,877.34,0.0,0,78.0,991.0,68432.5,0
2024-11-06,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,882.74,0.0,0,126.0,865.0,111224.96,0
2024-11-07,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,916.59,0.0,0,112.0,753.0,102658.03,0
2024-11-08,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,870.14,14.62,1,134.0,619.0,116598.34,0
2024-11-09,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,911.39,0.0,0,106.0,513.0,96607.2,0
2024-11-10,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,886.49,0.0,0,106.0,407.0,93967.97,0
2024-11-11,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,902.98,0.0,0,82.0,325.0,74044.58,0
2024-11-12,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,911.14,0.0,0,92.0,233.0,83825.29,0
2024-11-13,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,942.64,0.0,0,93.0,980.0,87665.89,0
2024-11-14,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,917.27,0.0,0,127.0,853.0,116493.16,0
2024-11-15,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,910.06,0.0,0,112.0,741.0,101927.12,0
2024-11-16,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,861.97,0.0,0,126.0,615.0,108608.68,0
2024-11-17,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,886.97,0.0,0,126.0,489.0,111758.43,0
2024-11-18,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,903.86,11.62,1,117.0,372.0,105751.97,0
2024-11-19,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,920.13,0.0,0,104.0,268.0,95693.51,0
2024-11-20,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,893.29,0.0,0,91.0,1241.0,81289.1,0
2024-11-21,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,881.98,16.73,1,131.0,1110.0,115539.96,0
2024-11-22,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,934.23,13.34,1,98.0,1012.0,91554.39,0
2024-11-23,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,920.34,20.03,1,138.0,874.0,127006.96,0
2024-11-24,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,908.23,0.0,0,95.0,779.0,86282.23,0
2024-11-25,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,881.87,0.0,0,88.0,691.0,77604.35,0
2024-11-26,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,926.49,0.0,0,95.0,596.0,88016.6,0
2024-11-27,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,902.6,0.0,0,97.0,499.0,87552.13,0
2024-11-28,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,860.78,0.0,0,95.0,404.0,81773.98,0
2024-11-29,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,922.16,0.0,0,111.0,293.0,102359.6,0
2024-11-30,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,878.99,0.0,0,136.0,1221.0,119541.98,0
2024-12-01,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,931.7,15.93,1,126.0,1095.0,117394.44,0
2024-12-02,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,930.38,0.0,0,72.0,1023.0,66987.27,0
2024-12-03,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,900.3,23.61,1,115.0,908.0,103534.66,0
2024-12-04,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,861.71,0.0,0,101.0,807.0,87033.16,0
2024-12-05,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,940.66,0.0,0,107.0,700.0,100650.09,0
2024-12-06,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,934.17,0.0,0,114.0,586.0,106495.6,0
2024-12-07,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,877.63,0.0,0,100.0,486.0,87762.92,0
2024-12-08,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,930.97,5.26,1,101.0,385.0,94028.13,0
2024-12-09,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,886.56,0.0,0,80.0,305.0,70924.46,0
2024-12-10,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,865.74,0.0,0,100.0,1045.0,86574.17,0
2024-12-11,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,911.14,0.0,0,101.0,944.0,92025.54,0
2024-12-12,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,873.48,0.0,0,99.0,845.0,86474.92,0
2024-12-13,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,879.8,0.0,0,102.0,743.0,89739.13,0
2024-12-14,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,868.06,0.0,0,74.0,669.0,64236.13,0
2024-12-15,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,898.3,0.0,0,133.0,536.0,119474.02,0
2024-12-16,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,929.42,0.0,0,61.0,475.0,56694.78,0
2024-12-17,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,874.8,0.0,0,99.0,376.0,86605.6,0
2024-12-18,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,856.65,0.0,0,96.0,280.0,82238.16,0
2024-12-19,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,884.47,0.0,0,126.0,1106.0,111442.63,0
2024-12-20,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,898.91,0.0,0,94.0,1012.0,84497.32,0
2024-12-21,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,934.06,0.0,0,121.0,891.0,113020.77,0
2024-12-22,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,861.17,0.0,0,117.0,774.0,100757.31,0
2024-12-23,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,872.06,0.0,0,95.0,679.0,82845.58,0
2024-12-24,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,899.27,0.0,0,83.0,596.0,74639.76,0
2024-12-25,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,872.79,0.0,0,101.0,495.0,88152.29,0
2024-12-26,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,900.07,0.0,0,99.0,396.0,89106.85,0
2024-12-27,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,916.07,0.0,0,105.0,291.0,96186.94,0
2024-12-28,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,898.36,0.0,0,119.0,1236.0,106905.42,0
2024-12-29,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,866.88,0.0,0,124.0,1112.0,107493.53,0
2024-12-30,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,863.95,0.0,0,73.0,1039.0,63068.11,0
2024-12-31,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,868.79,0.0,0,100.0,939.0,86879.26,0
2025-01-01,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,860.96,0.0,0,90.0,849.0,77486.41,0
2025-01-02,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,910.96,0.0,0,91.0,758.0,82897.12,0
2025-01-03,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,878.52,0.0,0,70.0,688.0,61496.25,0
2025-01-04,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,890.73,18.58,1,122.0,566.0,108668.97,0
2025-01-05,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,901.77,0.0,0,77.0,489.0,69436.37,0
2025-01-06,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,909.11,0.0,0,84.0,405.0,76365.22,0
2025-01-07,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,905.68,0.0,0,78.0,327.0,70643.13,0
2025-01-08,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,894.67,0.0,0,84.0,243.0,75152.44,0
2025-01-09,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,920.16,0.0,0,72.0,1011.0,66251.45,0
2025-01-10,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,879.7,0.0,0,85.0,926.0,74774.36,0
2025-01-11,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,866.31,0.0,0,111.0,815.0,96160.5,0
2025-01-12,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,938.0,0.0,0,88.0,727.0,82543.87,0
2025-01-13,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,892.71,0.0,0,71.0,656.0,63382.73,0
2025-01-14,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,866.97,0.0,0,76.0,580.0,65889.99,0
2025-01-15,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,875.4,0.0,0,75.0,505.0,65654.87,0
2025-01-16,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,909.75,7.3,1,113.0,392.0,102802.22,0
2025-01-17,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,894.26,0.0,0,75.0,317.0,67069.83,0
2025-01-18,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,901.11,0.0,0,72.0,245.0,64879.77,0
2025-01-19,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,889.43,0.0,0,85.0,1000.0,75601.89,0
2025-01-20,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,906.43,0.0,0,82.0,918.0,74327.15,0
2025-01-21,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,904.82,0.0,0,84.0,834.0,76004.54,0
2025-01-22,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,915.32,0.0,0,80.0,754.0,73225.62,0
2025-01-23,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,865.0,16.3,1,87.0,667.0,75254.64,0
2025-01-24,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,910.7,0.0,0,83.0,584.0,75588.47,0
2025-01-25,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,882.45,0.0,0,79.0,505.0,69713.37,0
2025-01-26,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,904.53,0.0,0,101.0,404.0,91357.06,0
2025-01-27,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,866.56,0.0,0,79.0,325.0,68458.23,0
2025-01-28,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,883.89,0.0,0,83.0,242.0,73362.8,0
2025-01-29,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,867.61,0.0,0,64.0,1242.0,55526.75,0
2025-01-30,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,867.39,0.0,0,65.0,1177.0,56380.13,0
2025-01-31,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,900.49,0.0,0,93.0,1084.0,83745.43,0
2025-02-01,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,870.23,0.0,0,92.0,992.0,80061.27,0
2025-02-02,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,874.39,0.0,0,97.0,895.0,84816.18,0
2025-02-03,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,855.09,0.0,0,73.0,822.0,62421.76,0
2025-02-04,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,944.46,8.16,1,83.0,739.0,78389.81,0
2025-02-05,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,895.99,0.0,0,86.0,653.0,77055.13,0
2025-02-06,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,931.8,0.0,0,76.0,577.0,70816.77,0
2025-02-07,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,938.42,10.78,1,109.0,468.0,102287.24,0
2025-02-08,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,919.59,0.0,0,87.0,381.0,80004.73,0
2025-02-09,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,872.67,6.52,1,100.0,281.0,87267.12,0
2025-02-10,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,899.72,0.0,0,61.0,1004.0,54882.85,0
2025-02-11,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,884.35,0.0,0,72.0,932.0,63673.0,0
2025-02-12,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,884.15,0.0,0,86.0,846.0,76036.85,0
2025-02-13,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,924.09,0.0,0,95.0,751.0,87788.71,0
2025-02-14,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,898.94,0.0,0,79.0,672.0,71016.07,0
2025-02-15,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,919.3,0.0,0,86.0,586.0,79059.96,0
2025-02-16,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,860.19,0.0,0,80.0,506.0,68814.99,0
2025-02-17,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,856.15,0.0,0,65.0,441.0,55649.64,0
2025-02-18,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,923.65,0.0,0,79.0,362.0,72968.32,0
2025-02-19,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,918.71,0.0,0,79.0,283.0,72578.11,0
2025-02-20,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,865.77,0.0,0,81.0,762.0,70127.4,0
2025-02-21,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,914.84,0.0,0,86.0,676.0,78676.08,0
2025-02-22,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,899.84,0.0,0,90.0,586.0,80985.8,0
2025-02-23,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,862.65,0.0,0,73.0,513.0,62973.18,0
2025-02-24,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,911.77,0.0,0,76.0,437.0,69294.47,0
2025-02-25,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,896.08,0.0,0,91.0,346.0,81543.32,0
2025-02-26,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,881.47,0.0,0,72.0,274.0,63465.85,0
2025-02-27,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,892.87,0.0,0,68.0,990.0,60715.37,0
2025-02-28,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,911.28,0.0,0,77.0,913.0,70168.6,0
2025-03-01,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,920.95,16.27,1,92.0,821.0,84727.77,0
2025-03-02,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,878.46,0.0,0,73.0,748.0,64127.35,0
2025-03-03,P005,Mouse,Accessories,W001,Indore,S001,TechSupply,4.0,869.93,0.0,0,75.0,673.0,65244.91,0
